,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Campina,-1.4494157400000005,-48.49770464,Restaurante Largo da Palmeira,-1.4511076863376615,-48.4981714358287,Brazilian Restaurant
1,Campina,-1.4494157400000005,-48.49770464,Point do Açaí,-1.4485810025990384,-48.498601517719564,Acai House
2,Campina,-1.4494157400000005,-48.49770464,Teatro Maria Sylvia Nunes,-1.4484616507730093,-48.49911867433996,Theater
3,Campina,-1.4494157400000005,-48.49770464,Instituto Arraial do Pavulagem,-1.4485493700247254,-48.49863819939932,Performing Arts Venue
4,Campina,-1.4494157400000005,-48.49770464,Café do Murilo,-1.4499274924042784,-48.49889408016284,Breakfast Spot
5,Campina,-1.4494157400000005,-48.49770464,Govinda,-1.4518678779791172,-48.49846815113254,Vegetarian / Vegan Restaurant
6,Campina,-1.4494157400000005,-48.49770464,Estação das Docas,-1.4484473892775478,-48.500153772355034,General Entertainment
7,Campina,-1.4494157400000005,-48.49770464,Delicidade,-1.4504843214211165,-48.49706495308421,Deli / Bodega
8,Campina,-1.4494157400000005,-48.49770464,Espaço Vida Saudável - Manoel Barata,-1.4507645059257632,-48.49757164227415,Brazilian Restaurant
9,Campina,-1.4494157400000005,-48.49770464,Cine Estação,-1.4484383382351198,-48.49926514929548,Indie Movie Theater
10,Campina,-1.4494157400000005,-48.49770464,Sorveteria Cairu,-1.4488651296910586,-48.50041560157475,Ice Cream Shop
11,Campina,-1.4494157400000005,-48.49770464,SBB - Sociedade Bíblica do Brasil,-1.4489933170004943,-48.49542780504872,Bookstore
12,Campina,-1.4494157400000005,-48.49770464,Amazon Beer,-1.4494653521748608,-48.50092739837306,Brewery
13,Campina,-1.4494157400000005,-48.49770464,Lá em Casa,-1.4486989060181108,-48.500262520950976,Brazilian Restaurant
14,Campina,-1.4494157400000005,-48.49770464,Spazzio a Bordo,-1.4485630286536075,-48.49954097343362,Seafood Restaurant
15,Campina,-1.4494157400000005,-48.49770464,Associação Fotoativa,-1.4508515561044122,-48.50061615501671,Art Gallery
16,Campina,-1.4494157400000005,-48.49770464,Praça da República,-1.452409840822532,-48.494797837967845,Plaza
17,Campina,-1.4494157400000005,-48.49770464,Açaí Mix,-1.4486422668860344,-48.500174123574304,Acai House
18,Campina,-1.4494157400000005,-48.49770464,Igreja De Nossa Senhora De Sant'Ana,-1.4515860570723234,-48.498796554986264,Church
19,Campina,-1.4494157400000005,-48.49770464,Teatro Waldemar Henrique,-1.4521426748558508,-48.49445700645447,Theater
20,Campina,-1.4494157400000005,-48.49770464,TI - SOCIC,-1.4499142606061184,-48.49886401322363,Department Store
21,Campina,-1.4494157400000005,-48.49770464,Capone Ristorante,-1.4487663008897027,-48.50031831351147,Italian Restaurant
22,Campina,-1.4494157400000005,-48.49770464,Ouriço,-1.4508225322546557,-48.5005836653722,Bar
23,Campina,-1.4494157400000005,-48.49770464,Cine Estação das Docas,-1.4478213096274766,-48.49953368772318,Indie Movie Theater
24,Campina,-1.4494157400000005,-48.49770464,Fabrika Studio,-1.4536138953124262,-48.49804436997417,Music Venue
25,Campina,-1.4494157400000005,-48.49770464,Rei do Bacalhau,-1.4522992835923203,-48.500493745926875,Portuguese Restaurant
26,Campina,-1.4494157400000005,-48.49770464,Dona Joana Restaurante 100% Sem Gluten,-1.4537783044121704,-48.49860948930333,Restaurant
27,Campina,-1.4494157400000005,-48.49770464,Centro Comercial de Belém,-1.4528278450591035,-48.499616690774154,Shopping Plaza
28,Campina,-1.4494157400000005,-48.49770464,Riachuelo,-1.4517553243775754,-48.500953205613506,Clothing Store
29,Campina,-1.4494157400000005,-48.49770464,Restô das Docas,-1.4485461947186187,-48.50008507164755,Brazilian Restaurant
30,Campina,-1.4494157400000005,-48.49770464,Lanchonete Cairu,-1.4491873442946568,-48.50069213974885,Burger Joint
31,Campina,-1.4494157400000005,-48.49770464,Tio Armênio,-1.4485082398974891,-48.50012466878166,Portuguese Restaurant
32,Campina,-1.4494157400000005,-48.49770464,Point da Eletrônica,-1.4529626381237732,-48.49842809029076,Electronics Store
33,Campina,-1.4494157400000005,-48.49770464,Teatro Cuíra,-1.4528568266917063,-48.4964084088545,Theater
34,Campina,-1.4494157400000005,-48.49770464,Frutaria do Val,-1.452932330496215,-48.494966656489986,Juice Bar
35,Campina,-1.4494157400000005,-48.49770464,Bio Mercato,-1.448774018704822,-48.50030649773744,Vegetarian / Vegan Restaurant
36,Campina,-1.4494157400000005,-48.49770464,Marujos,-1.4498871300775529,-48.50127751159244,Brewery
37,Campina,-1.4494157400000005,-48.49770464,Globo Esporte,-1.4511338945643504,-48.500905695344734,Sporting Goods Shop
38,Campina,-1.4494157400000005,-48.49770464,Amazônia Zen,-1.449421411061482,-48.500882292340016,Gift Shop
39,Campina,-1.4494157400000005,-48.49770464,Bar Santiago,-1.4524166411834507,-48.499330714452924,Bar
40,Campina,-1.4494157400000005,-48.49770464,Praça das Mercês/Praça Visconde do Rio Branco,-1.4511247267856113,-48.50053265247061,Historic Site
41,Campina,-1.4494157400000005,-48.49770464,Mercadão da Eletrônica,-1.4523414772304841,-48.49931683021595,Electronics Store
42,Campina,-1.4494157400000005,-48.49770464,Paris N'América,-1.4509559771951803,-48.4996557511077,Clothing Store
43,Campina,-1.4494157400000005,-48.49770464,Top Cases,-1.4533006118563443,-48.49994367435754,Electronics Store
44,Campina,-1.4494157400000005,-48.49770464,Restô Ver-o-Centro,-1.451675816870228,-48.499984346983545,Restaurant
45,Campina,-1.4494157400000005,-48.49770464,Soprano Restô,-1.448484444403127,-48.50005131306929,Buffet
46,Campina,-1.4494157400000005,-48.49770464,Hope Skatehouse,-1.453537231421791,-48.49795665346227,Board Shop
47,Campina,-1.4494157400000005,-48.49770464,Banca do Sucesso,-1.4512513646262908,-48.50085206630368,Electronics Store
48,Campina,-1.4494157400000005,-48.49770464,Tip Eletronica,-1.4520767566513826,-48.499961341483186,Hardware Store
49,Campina,-1.4494157400000005,-48.49770464,Rei das Armas,-1.4525810712518754,-48.49942050937622,Hobby Shop
50,Campina,-1.4484337833333332,-48.49568556666666,SBB - Sociedade Bíblica do Brasil,-1.4489933170004943,-48.49542780504872,Bookstore
51,Campina,-1.4484337833333332,-48.49568556666666,Point do Açaí,-1.4485810025990384,-48.498601517719564,Acai House
52,Campina,-1.4484337833333332,-48.49568556666666,Delicidade,-1.4504843214211165,-48.49706495308421,Deli / Bodega
53,Campina,-1.4484337833333332,-48.49568556666666,Instituto Arraial do Pavulagem,-1.4485493700247254,-48.49863819939932,Performing Arts Venue
54,Campina,-1.4484337833333332,-48.49568556666666,Restaurante Largo da Palmeira,-1.4511076863376615,-48.4981714358287,Brazilian Restaurant
55,Campina,-1.4484337833333332,-48.49568556666666,Teatro Maria Sylvia Nunes,-1.4484616507730093,-48.49911867433996,Theater
56,Campina,-1.4484337833333332,-48.49568556666666,Instituto Iacitata,-1.4483630000066672,-48.49240158771617,Art Gallery
57,Campina,-1.4484337833333332,-48.49568556666666,Espaço Vida Saudável - Manoel Barata,-1.4507645059257632,-48.49757164227415,Brazilian Restaurant
58,Campina,-1.4484337833333332,-48.49568556666666,Café do Murilo,-1.4499274924042784,-48.49889408016284,Breakfast Spot
59,Campina,-1.4484337833333332,-48.49568556666666,Praça da República,-1.452409840822532,-48.494797837967845,Plaza
60,Campina,-1.4484337833333332,-48.49568556666666,Teatro Waldemar Henrique,-1.4521426748558508,-48.49445700645447,Theater
61,Campina,-1.4484337833333332,-48.49568556666666,Cine Estação,-1.4484383382351198,-48.49926514929548,Indie Movie Theater
62,Campina,-1.4484337833333332,-48.49568556666666,Estação das Docas,-1.4484473892775478,-48.500153772355034,General Entertainment
63,Campina,-1.4484337833333332,-48.49568556666666,Govinda,-1.4518678779791172,-48.49846815113254,Vegetarian / Vegan Restaurant
64,Campina,-1.4484337833333332,-48.49568556666666,Usina 265,-1.444905130764169,-48.49467903347603,Lounge
65,Campina,-1.4484337833333332,-48.49568556666666,Nova IService Belem,-1.4491867620160563,-48.49161653541463,Mobile Phone Shop
66,Campina,-1.4484337833333332,-48.49568556666666,A Bijou,-1.4479447908114877,-48.491248170008475,Bakery
67,Campina,-1.4484337833333332,-48.49568556666666,LaMusique,-1.4448205173510094,-48.494249159353636,Nightclub
68,Campina,-1.4484337833333332,-48.49568556666666,Spazzio a Bordo,-1.4485630286536075,-48.49954097343362,Seafood Restaurant
69,Campina,-1.4484337833333332,-48.49568556666666,Açaí Mix,-1.4486422668860344,-48.500174123574304,Acai House
70,Campina,-1.4484337833333332,-48.49568556666666,TI - SOCIC,-1.4499142606061184,-48.49886401322363,Department Store
71,Campina,-1.4484337833333332,-48.49568556666666,Cine Estação das Docas,-1.4478213096274766,-48.49953368772318,Indie Movie Theater
72,Campina,-1.4484337833333332,-48.49568556666666,Igreja De Nossa Senhora De Sant'Ana,-1.4515860570723234,-48.498796554986264,Church
73,Campina,-1.4484337833333332,-48.49568556666666,Evs Cia Athletica Belém,-1.4442094576955697,-48.494394161308705,Tea Room
74,Campina,-1.4484337833333332,-48.49568556666666,Teatro Cuíra,-1.4528568266917063,-48.4964084088545,Theater
75,Campina,-1.4484337833333332,-48.49568556666666,Restô das Docas,-1.4485461947186187,-48.50008507164755,Brazilian Restaurant
76,Campina,-1.4484337833333332,-48.49568556666666,Tio Armênio,-1.4485082398974891,-48.50012466878166,Portuguese Restaurant
77,Campina,-1.4484337833333332,-48.49568556666666,Hyundai (CAOA),-1.444587571833616,-48.49397696130504,Automotive Shop
78,Campina,-1.4484337833333332,-48.49568556666666,Soprano Restô,-1.448484444403127,-48.50005131306929,Buffet
79,Campina,-1.4484337833333332,-48.49568556666666,Giraffas,-1.4527210100235601,-48.49544641948755,Fast Food Restaurant
80,Campina,-1.4484337833333332,-48.49568556666666,Peixaria da Estação,-1.4482712382422063,-48.49981199256276,Seafood Restaurant
81,Campina,-1.4484337833333332,-48.49568556666666,Buffalo Steakhouse,-1.4485279895875731,-48.500183779961354,Steakhouse
82,Campina,-1.4484337833333332,-48.49568556666666,Praça Pedro Teixeira,-1.4486965856140914,-48.49908449690624,Plaza
83,Campina,-1.4484337833333332,-48.49568556666666,Starmidia Informatica,-1.4500991743853966,-48.498933139954104,Electronics Store
84,Campina,-1.4484337833333332,-48.49568556666666,Doçura's Noblesse,-1.4489254,-48.499966,Snack Place
85,Campina,-1.44927695,-48.49948679999999,Estação das Docas,-1.4484473892775478,-48.500153772355034,General Entertainment
86,Campina,-1.44927695,-48.49948679999999,Sorveteria Cairu,-1.4488651296910586,-48.50041560157475,Ice Cream Shop
87,Campina,-1.44927695,-48.49948679999999,Point do Açaí,-1.4485810025990384,-48.498601517719564,Acai House
88,Campina,-1.44927695,-48.49948679999999,Amazon Beer,-1.4494653521748608,-48.50092739837306,Brewery
89,Campina,-1.44927695,-48.49948679999999,Teatro Maria Sylvia Nunes,-1.4484616507730093,-48.49911867433996,Theater
90,Campina,-1.44927695,-48.49948679999999,Instituto Arraial do Pavulagem,-1.4485493700247254,-48.49863819939932,Performing Arts Venue
91,Campina,-1.44927695,-48.49948679999999,Café do Murilo,-1.4499274924042784,-48.49889408016284,Breakfast Spot
92,Campina,-1.44927695,-48.49948679999999,Restaurante Largo da Palmeira,-1.4511076863376615,-48.4981714358287,Brazilian Restaurant
93,Campina,-1.44927695,-48.49948679999999,Associação Fotoativa,-1.4508515561044122,-48.50061615501671,Art Gallery
94,Campina,-1.44927695,-48.49948679999999,Cine Estação,-1.4484383382351198,-48.49926514929548,Indie Movie Theater
95,Campina,-1.44927695,-48.49948679999999,Lá em Casa,-1.4486989060181108,-48.500262520950976,Brazilian Restaurant
96,Campina,-1.44927695,-48.49948679999999,Govinda,-1.4518678779791172,-48.49846815113254,Vegetarian / Vegan Restaurant
97,Campina,-1.44927695,-48.49948679999999,Espaço Vida Saudável - Manoel Barata,-1.4507645059257632,-48.49757164227415,Brazilian Restaurant
98,Campina,-1.44927695,-48.49948679999999,Spazzio a Bordo,-1.4485630286536075,-48.49954097343362,Seafood Restaurant
99,Campina,-1.44927695,-48.49948679999999,Delicidade,-1.4504843214211165,-48.49706495308421,Deli / Bodega
100,Campina,-1.44927695,-48.49948679999999,Açaí Mix,-1.4486422668860344,-48.500174123574304,Acai House
101,Campina,-1.44927695,-48.49948679999999,Ouriço,-1.4508225322546557,-48.5005836653722,Bar
102,Campina,-1.44927695,-48.49948679999999,Restaurante Koma Bem,-1.4502408683178445,-48.49806571078826,Restaurant
103,Campina,-1.44927695,-48.49948679999999,Box da Lúcia,-1.4509797930496895,-48.502641101199956,Restaurant
104,Campina,-1.44927695,-48.49948679999999,Café da Tânia,-1.4478951515762353,-48.49693624353206,Breakfast Spot
105,Campina,-1.44927695,-48.49948679999999,Ver-o-Peso,-1.451076812329285,-48.50232656479206,Farmers Market
106,Campina,-1.44927695,-48.49948679999999,Capone Ristorante,-1.4487663008897027,-48.50031831351147,Italian Restaurant
107,Campina,-1.44927695,-48.49948679999999,Bar Meu Garoto,-1.4495333675864168,-48.49607132466735,Bar
108,Campina,-1.44927695,-48.49948679999999,Restaurante Bom Apetite,-1.4512629127441854,-48.497319234113284,Restaurant
109,Campina,-1.44927695,-48.49948679999999,Rei do Bacalhau,-1.4522992835923203,-48.500493745926875,Portuguese Restaurant
110,Campina,-1.44927695,-48.49948679999999,Cine Estação das Docas,-1.4478213096274766,-48.49953368772318,Indie Movie Theater
111,Campina,-1.44927695,-48.49948679999999,Hotel Ver o Peso,-1.4516023568137104,-48.502402284985784,Hotel
112,Campina,-1.44927695,-48.49948679999999,Igreja De Nossa Senhora De Sant'Ana,-1.4515860570723234,-48.498796554986264,Church
113,Campina,-1.44927695,-48.49948679999999,SBB - Sociedade Bíblica do Brasil,-1.4489933170004943,-48.49542780504872,Bookstore
114,Campina,-1.44927695,-48.49948679999999,TI - SOCIC,-1.4499142606061184,-48.49886401322363,Department Store
115,Campina,-1.44927695,-48.49948679999999,Riachuelo,-1.4517553243775754,-48.500953205613506,Clothing Store
116,Campina,-1.44927695,-48.49948679999999,Lanchonete Cairu,-1.4491873442946568,-48.50069213974885,Burger Joint
117,Campina,-1.44927695,-48.49948679999999,O Boticário,-1.4505494358615358,-48.497253844287044,Cosmetics Shop
118,Campina,-1.44927695,-48.49948679999999,Centro Comercial de Belém,-1.4528278450591035,-48.499616690774154,Shopping Plaza
119,Campina,-1.44927695,-48.49948679999999,Deli Cidade,-1.4505836278525028,-48.49724704449489,Bakery
120,Campina,-1.44927695,-48.49948679999999,Marujos,-1.4498871300775529,-48.50127751159244,Brewery
121,Campina,-1.44927695,-48.49948679999999,Restô das Docas,-1.4485461947186187,-48.50008507164755,Brazilian Restaurant
122,Campina,-1.44927695,-48.49948679999999,Tio Armênio,-1.4485082398974891,-48.50012466878166,Portuguese Restaurant
123,Campina,-1.44927695,-48.49948679999999,Igreja de Nossa Senhora das Mercês,-1.4498474401459622,-48.49513292312622,Church
124,Campina,-1.44927695,-48.49948679999999,Amazônia Zen,-1.449421411061482,-48.500882292340016,Gift Shop
125,Campina,-1.44927695,-48.49948679999999,Hotel Novo Avenida,-1.4508774842885097,-48.49688020174868,Hotel
126,Campina,-1.44927695,-48.49948679999999,Globo Esporte,-1.4511338945643504,-48.500905695344734,Sporting Goods Shop
127,Campina,-1.44927695,-48.49948679999999,Rei do Bacalhau,-1.4499916088304954,-48.497836995078586,Portuguese Restaurant
128,Campina,-1.44927695,-48.49948679999999,Bio Mercato,-1.448774018704822,-48.50030649773744,Vegetarian / Vegan Restaurant
129,Campina,-1.44927695,-48.49948679999999,Hostel Amazonia,-1.4504685767136447,-48.49595235437873,Hostel
130,Campina,-1.44927695,-48.49948679999999,Praça Dos  Estivadores,-1.4502923855842238,-48.49809824293303,Historic Site
131,Campina,-1.44927695,-48.49948679999999,Praça das Mercês/Praça Visconde do Rio Branco,-1.4511247267856113,-48.50053265247061,Historic Site
132,Campina,-1.44927695,-48.49948679999999,Laboratório São Lucas,-1.4525921201469867,-48.49819646008441,Pharmacy
133,Campina,-1.44927695,-48.49948679999999,Point da Eletrônica,-1.4529626381237732,-48.49842809029076,Electronics Store
134,Campina,-1.44927695,-48.49948679999999,Paris N'América,-1.4509559771951803,-48.4996557511077,Clothing Store
135,Campina,-1.4492502571428572,-48.4963698,SBB - Sociedade Bíblica do Brasil,-1.4489933170004943,-48.49542780504872,Bookstore
136,Campina,-1.4492502571428572,-48.4963698,Point do Açaí,-1.4485810025990384,-48.498601517719564,Acai House
137,Campina,-1.4492502571428572,-48.4963698,Restaurante Largo da Palmeira,-1.4511076863376615,-48.4981714358287,Brazilian Restaurant
138,Campina,-1.4492502571428572,-48.4963698,Delicidade,-1.4504843214211165,-48.49706495308421,Deli / Bodega
139,Campina,-1.4492502571428572,-48.4963698,Espaço Vida Saudável - Manoel Barata,-1.4507645059257632,-48.49757164227415,Brazilian Restaurant
140,Campina,-1.4492502571428572,-48.4963698,Instituto Arraial do Pavulagem,-1.4485493700247254,-48.49863819939932,Performing Arts Venue
141,Campina,-1.4492502571428572,-48.4963698,Café do Murilo,-1.4499274924042784,-48.49889408016284,Breakfast Spot
142,Campina,-1.4492502571428572,-48.4963698,Teatro Maria Sylvia Nunes,-1.4484616507730093,-48.49911867433996,Theater
143,Campina,-1.4492502571428572,-48.4963698,Govinda,-1.4518678779791172,-48.49846815113254,Vegetarian / Vegan Restaurant
144,Campina,-1.4492502571428572,-48.4963698,Praça da República,-1.452409840822532,-48.494797837967845,Plaza
145,Campina,-1.4492502571428572,-48.4963698,Cine Estação,-1.4484383382351198,-48.49926514929548,Indie Movie Theater
146,Campina,-1.4492502571428572,-48.4963698,Estação das Docas,-1.4484473892775478,-48.500153772355034,General Entertainment
147,Campina,-1.4492502571428572,-48.4963698,Teatro Waldemar Henrique,-1.4521426748558508,-48.49445700645447,Theater
148,Campina,-1.4492502571428572,-48.4963698,Sorveteria Cairu,-1.4488651296910586,-48.50041560157475,Ice Cream Shop
149,Campina,-1.4492502571428572,-48.4963698,Instituto Iacitata,-1.4483630000066672,-48.49240158771617,Art Gallery
150,Campina,-1.4492502571428572,-48.4963698,Spazzio a Bordo,-1.4485630286536075,-48.49954097343362,Seafood Restaurant
151,Campina,-1.4492502571428572,-48.4963698,Lá em Casa,-1.4486989060181108,-48.500262520950976,Brazilian Restaurant
152,Campina,-1.4492502571428572,-48.4963698,Bar do Parque,-1.453141779015902,-48.49415987815186,Historic Site
153,Campina,-1.4492502571428572,-48.4963698,Igreja De Nossa Senhora De Sant'Ana,-1.4515860570723234,-48.498796554986264,Church
154,Campina,-1.4492502571428572,-48.4963698,TI - SOCIC,-1.4499142606061184,-48.49886401322363,Department Store
155,Campina,-1.4492502571428572,-48.4963698,Açaí Mix,-1.4486422668860344,-48.500174123574304,Acai House
156,Campina,-1.4492502571428572,-48.4963698,Cine Estação das Docas,-1.4478213096274766,-48.49953368772318,Indie Movie Theater
157,Campina,-1.4492502571428572,-48.4963698,Capone Ristorante,-1.4487663008897027,-48.50031831351147,Italian Restaurant
158,Campina,-1.4492502571428572,-48.4963698,Frutaria do Val,-1.452932330496215,-48.494966656489986,Juice Bar
159,Campina,-1.4492502571428572,-48.4963698,Ouriço,-1.4508225322546557,-48.5005836653722,Bar
160,Campina,-1.4492502571428572,-48.4963698,Teatro Cuíra,-1.4528568266917063,-48.4964084088545,Theater
161,Campina,-1.4492502571428572,-48.4963698,Point da Eletrônica,-1.4529626381237732,-48.49842809029076,Electronics Store
162,Campina,-1.4492502571428572,-48.4963698,Cacau Show,-1.4535719969311003,-48.49596955678502,Chocolate Shop
163,Campina,-1.4492502571428572,-48.4963698,Banca do Zé Maria,-1.4529549755235658,-48.49433403947353,Video Game Store
164,Campina,-1.4492502571428572,-48.4963698,Restô das Docas,-1.4485461947186187,-48.50008507164755,Brazilian Restaurant
165,Campina,-1.4492502571428572,-48.4963698,Tio Armênio,-1.4485082398974891,-48.50012466878166,Portuguese Restaurant
166,Campina,-1.4492502571428572,-48.4963698,Lanchonete Cairu,-1.4491873442946568,-48.50069213974885,Burger Joint
167,Campina,-1.4492502571428572,-48.4963698,Bio Mercato,-1.448774018704822,-48.50030649773744,Vegetarian / Vegan Restaurant
168,Campina,-1.4492502571428572,-48.4963698,Bar Santiago,-1.4524166411834507,-48.499330714452924,Bar
169,Campina,-1.4492502571428572,-48.4963698,Mercadão da Eletrônica,-1.4523414772304841,-48.49931683021595,Electronics Store
170,Campina,-1.4492502571428572,-48.4963698,Paris N'América,-1.4509559771951803,-48.4996557511077,Clothing Store
171,Campina,-1.4492502571428572,-48.4963698,Restô Ver-o-Centro,-1.451675816870228,-48.499984346983545,Restaurant
172,Campina,-1.4492502571428572,-48.4963698,Grão Sabor Churrascaria,-1.4530013460666062,-48.49472698641005,Churrascaria
173,Campina,-1.4492502571428572,-48.4963698,Hotel Grão Pará,-1.4528827907145792,-48.49485919538179,Hotel
174,Campina,-1.4492502571428572,-48.4963698,Soprano Restô,-1.448484444403127,-48.50005131306929,Buffet
175,Campina,-1.4492502571428572,-48.4963698,Giraffas,-1.4527210100235601,-48.49544641948755,Fast Food Restaurant
176,Campina,-1.4492502571428572,-48.4963698,Go Inn Belém,-1.4519657059073516,-48.4988397359848,Hotel
177,Campina,-1.4492502571428572,-48.4963698,Mulatas,-1.449156928825531,-48.50068775352405,Coffee Shop
178,Campina,-1.4492502571428572,-48.4963698,Point do Açaí,-1.4488031535381358,-48.50036790899681,Northern Brazilian Restaurant
179,Campina,-1.4492502571428572,-48.4963698,Peixaria da Estação,-1.4482712382422063,-48.49981199256276,Seafood Restaurant
180,Campina,-1.4492502571428572,-48.4963698,Buffalo Steakhouse,-1.4485279895875731,-48.500183779961354,Steakhouse
181,Campina,-1.4492502571428572,-48.4963698,Starmidia Informatica,-1.4500991743853966,-48.498933139954104,Electronics Store
182,Campina,-1.4492502571428572,-48.4963698,Praça Pedro Teixeira,-1.4486965856140914,-48.49908449690624,Plaza
183,Campina,-1.4492502571428572,-48.4963698,Doçura's Noblesse,-1.4489254,-48.499966,Snack Place
184,Campina,-1.4492502571428572,-48.4963698,Boulevard da Gastronomia,-1.4487012455547548,-48.50038813686387,Deli / Bodega
185,Campina,-1.4503882624999995,-48.495497725,Praça da República,-1.452409840822532,-48.494797837967845,Plaza
186,Campina,-1.4503882624999995,-48.495497725,SBB - Sociedade Bíblica do Brasil,-1.4489933170004943,-48.49542780504872,Bookstore
187,Campina,-1.4503882624999995,-48.495497725,Teatro Waldemar Henrique,-1.4521426748558508,-48.49445700645447,Theater
188,Campina,-1.4503882624999995,-48.495497725,Delicidade,-1.4504843214211165,-48.49706495308421,Deli / Bodega
189,Campina,-1.4503882624999995,-48.495497725,Restaurante Largo da Palmeira,-1.4511076863376615,-48.4981714358287,Brazilian Restaurant
190,Campina,-1.4503882624999995,-48.495497725,Espaço Vida Saudável - Manoel Barata,-1.4507645059257632,-48.49757164227415,Brazilian Restaurant
191,Campina,-1.4503882624999995,-48.495497725,Theatro da Paz,-1.453109143817648,-48.49388489096176,Theater
192,Campina,-1.4503882624999995,-48.495497725,Govinda,-1.4518678779791172,-48.49846815113254,Vegetarian / Vegan Restaurant
193,Campina,-1.4503882624999995,-48.495497725,BodyTech,-1.451690311974903,-48.492223163267816,Gym / Fitness Center
194,Campina,-1.4503882624999995,-48.495497725,Point do Açaí,-1.4485810025990384,-48.498601517719564,Acai House
195,Campina,-1.4503882624999995,-48.495497725,Café do Murilo,-1.4499274924042784,-48.49889408016284,Breakfast Spot
196,Campina,-1.4503882624999995,-48.495497725,Bar do Parque,-1.453141779015902,-48.49415987815186,Historic Site
197,Campina,-1.4503882624999995,-48.495497725,Instituto Arraial do Pavulagem,-1.4485493700247254,-48.49863819939932,Performing Arts Venue
198,Campina,-1.4503882624999995,-48.495497725,Instituto Iacitata,-1.4483630000066672,-48.49240158771617,Art Gallery
199,Campina,-1.4503882624999995,-48.495497725,Teatro Maria Sylvia Nunes,-1.4484616507730093,-48.49911867433996,Theater
200,Campina,-1.4503882624999995,-48.495497725,Nova IService Belem,-1.4491867620160563,-48.49161653541463,Mobile Phone Shop
201,Campina,-1.4503882624999995,-48.495497725,Frutaria do Val,-1.452932330496215,-48.494966656489986,Juice Bar
202,Campina,-1.4503882624999995,-48.495497725,Fabrika Studio,-1.4536138953124262,-48.49804436997417,Music Venue
203,Campina,-1.4503882624999995,-48.495497725,Cine Estação,-1.4484383382351198,-48.49926514929548,Indie Movie Theater
204,Campina,-1.4503882624999995,-48.495497725,Midori Sushi,-1.4498790936689503,-48.491282009965566,Japanese Restaurant
205,Campina,-1.4503882624999995,-48.495497725,Cinema Olympia,-1.4538422437029015,-48.49338204424687,Movie Theater
206,Campina,-1.4503882624999995,-48.495497725,Casa da Linguagem,-1.4536759636169776,-48.49246825135718,Historic Site
207,Campina,-1.4503882624999995,-48.495497725,Teatro Cuíra,-1.4528568266917063,-48.4964084088545,Theater
208,Campina,-1.4503882624999995,-48.495497725,Bar da Praça,-1.4531799399782832,-48.494122483629695,Dive Bar
209,Campina,-1.4503882624999995,-48.495497725,Igreja De Nossa Senhora De Sant'Ana,-1.4515860570723234,-48.498796554986264,Church
210,Campina,-1.4503882624999995,-48.495497725,Banca do Zé Maria,-1.4529549755235658,-48.49433403947353,Video Game Store
211,Campina,-1.4503882624999995,-48.495497725,Spazzio a Bordo,-1.4485630286536075,-48.49954097343362,Seafood Restaurant
212,Campina,-1.4503882624999995,-48.495497725,Cacau Show,-1.4535719969311003,-48.49596955678502,Chocolate Shop
213,Campina,-1.4503882624999995,-48.495497725,TI - SOCIC,-1.4499142606061184,-48.49886401322363,Department Store
214,Campina,-1.4503882624999995,-48.495497725,Esfiharia,-1.454300403330934,-48.49460114916078,Restaurant
215,Campina,-1.4503882624999995,-48.495497725,Estação Gourmet Hall,-1.4542585033136595,-48.49459670386175,Restaurant
216,Campina,-1.4503882624999995,-48.495497725,Point da Eletrônica,-1.4529626381237732,-48.49842809029076,Electronics Store
217,Campina,-1.4503882624999995,-48.495497725,Lojas Americanas,-1.453894712815935,-48.493689679923506,Department Store
218,Campina,-1.4503882624999995,-48.495497725,Grão Sabor Churrascaria,-1.4530013460666062,-48.49472698641005,Churrascaria
219,Campina,-1.4503882624999995,-48.495497725,Hotel Grão Pará,-1.4528827907145792,-48.49485919538179,Hotel
220,Campina,-1.4503882624999995,-48.495497725,Hotel Princesa Louçã,-1.453355,-48.494297,Hotel
221,Campina,-1.4503882624999995,-48.495497725,EVS Bolonha,-1.4525751000422007,-48.49212379980619,Breakfast Spot
222,Campina,-1.4503882624999995,-48.495497725,Bar Santiago,-1.4524166411834507,-48.499330714452924,Bar
223,Campina,-1.4503882624999995,-48.495497725,Mercadão da Eletrônica,-1.4523414772304841,-48.49931683021595,Electronics Store
224,Campina,-1.4503882624999995,-48.495497725,Hope Skatehouse,-1.453537231421791,-48.49795665346227,Board Shop
225,Campina,-1.4503882624999995,-48.495497725,Giraffas,-1.4527210100235601,-48.49544641948755,Fast Food Restaurant
226,Campina,-1.4503882624999995,-48.495497725,Paris N'América,-1.4509559771951803,-48.4996557511077,Clothing Store
227,Campina,-1.4503882624999995,-48.495497725,Restaurante Açai,-1.4535049468506738,-48.49437216282577,Restaurant
228,Campina,-1.4503882624999995,-48.495497725,Peixaria Alvorada,-1.4538251257900154,-48.494911023366704,Seafood Restaurant
229,Campina,-1.4503882624999995,-48.495497725,Rei das Armas,-1.4525810712518754,-48.49942050937622,Hobby Shop
230,Campina,-1.4503882624999995,-48.495497725,Go Inn Belém,-1.4519657059073516,-48.4988397359848,Hotel
231,Campina,-1.4503882624999995,-48.495497725,Restaurante K Delícias,-1.4542508786693982,-48.4954000656177,Brazilian Restaurant
